"WQM_WQ_ASSESMENT_ID","WQ_SITE_ID","WQ_SITE_COMMON_NAME","WQ_ASSESMENT_DATE","WQ_ASSESMENT_TIME","WQ_ASSESMENT_EMPLOYEE_ID","WQ_ASSESMENT_EMPLOYEE_NAME","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOT_DISSOLVED_SOLID","ORP","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SECCHI_DEPTH","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","PASSED_INVERTIBRATE_TOX","PASSED_FATHEAD_TOX","NITRATE_NITRITE","E_COLI","ROWID"
"968","","ric b","2008-03-25 00:00:00","1899-12-30 12:10:00","","Cathy Matthews","7.90","9.52","14.06",".710",".50","511","7","2",".05","185","",".020","","",".05",".110",".00","",".000","","","","","","","","Duplicate, or split sample results. BOD was 2.58 mg/l, COD was BRL (<20.0), copper was BRL(<0.010), total coliform was 2100 cfu/100ml.","","","","","","1.180","91","{0A8173C2-5ACE-4032-8332-29779A5DAB79}"
"969","","fiv c","2008-03-25 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","7.76","9.68","13.18",".717",".50","481","0","0",".01","150","",".020","","",".04",".146",".00","",".000","","","","","","","","Total coliform was 1300 cfu/100ml, COD was BRL (<20.0), copper was BRL (<0.010).","","","","","","1.460","71","{E6477A36-00C6-468A-84BA-EEA383A971A4}"
"972","","lit a","2008-04-07 00:00:00","1899-12-30 10:15:00","","Cathy Matthews","7.97","8.60","16.67",".557",".40","436","31","44",".00","150","",".020","","",".09","",".00","",".000","","","","","","","","Total coliform was 12200, copper was below MDL/SQL (< 0.003SQL), COD was below MDL/SQL (<5.04).","","","","","","1.610","172","{54B4CBE3-42E0-4FD3-8836-2D3614CDD297}"
"973","","cec a","2008-04-07 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","7.87","7.59","17.30",".601",".40","434","30","42",".00","120","",".040","","",".08","",".00","",".000","","","","","","","","Total coliform was 13200, copper was below MDL/SQL (< 0.003), COD was below MDL/SQL (< 5.04).","","","","","","1.630","260","{663304C0-0930-449C-A79B-AC39D1A6B153}"
"974","","cec b","2008-04-07 00:00:00","1899-12-30 11:10:00","","Cathy Matthews","8.47","11.31","18.12",".585",".40","425","32","34",".00","150","",".030","","",".04","",".00","",".000","","","","","","","","Total coliform was 8500, copper was below MDL/SQL (<0.003), COD was below MDL/SQL(<5.04).","","","","","","1.670","272","{795DF3BB-D8D3-444B-A7C4-2BCD83630375}"
"975","","lac a","2008-04-07 00:00:00","1899-12-30 11:40:00","","Cathy Matthews","8.39","6.73","20.25",".281",".20","430","37","32",".05","100","",".100","","",".37","",".00","",".000","","","","","","","","Total coliform was 3600, copper was below MDL/SQL (<0.003), COD was below MDL/SQL(<5.04)","","","","","",".317","20","{C151477F-729A-4FF9-B7B8-B6FB99DED645}"
"976","","coo a","2008-04-07 00:00:00","1899-12-30 12:05:00","","Cathy Matthews","8.24","10.26","18.21",".621",".40","425","28","24",".00","120","",".030","","",".00","",".00","",".000","","","","","","","","Total coliform was 20000, copper was below MDL/SQL (<0.003), iron was below MDL/SQL(<0.010), COD was below MDL/SQL (<5.04).","","","","","","2.320","186","{0656F342-8A78-422E-8B8A-188EFC8B6C50}"
"977","","fil a","2008-04-07 00:00:00","1899-12-30 12:30:00","","Cathy Matthews","7.79","5.43","18.89","1.039",".70","426","44","30",".00","250","",".080","","",".41","","20.00","",".000","","","","","","","","Condictivity, TDS, turbidity and TSS are higher than normal.  Total coliform was 7100, copper was belwo MDL/SQL (<0.003)","","","","","",".128","13","{673090E0-08AB-41F9-B6C7-11B64B3BB2CA}"
"978","","fiv e","2008-03-25 00:00:00","1899-12-30 15:10:00","","Cathy Matthews","7.87","8.14","15.67",".709",".50","526","11","8",".08","250","",".020","","",".05",".134",".00","",".000","","","","","","","","Sampled for the Upper Five Mile Creek Watershed Project. BOD was 2.16 mg/l.  Total coliform was reproted as TNTC.","","","","","",".642","201","{3C4C181A-BDA8-4BEF-93E3-3EA97BC2D299}"
"979","","bit a","2008-04-08 00:00:00","1899-12-30 10:05:00","","Robert Sewak","7.61","4.73","18.70",".524",".30","400","29","34",".00","185","","","","","","","","","","","","","","","","","","","","","","","","","{A9C92125-FF2C-440D-AC05-F71DD459A0CB}"
"980","","pra a","2008-04-08 00:00:00","1899-12-30 10:40:00","","Robert Sewak","7.66","6.21","19.54",".647",".40","399","38","33",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","{BEEFEAFC-156F-43BE-A3AB-49B9C8E054F2}"
"981","","ela a","2008-04-08 00:00:00","1899-12-30 11:05:00","","Robert Sewak","7.28","4.06","19.16",".730",".50","385","32","36",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","{8C10A8FD-3B7A-4766-933B-2EF479AE0104}"
"982","","ela c","2008-04-08 00:00:00","1899-12-30 11:35:00","","Robert Sewak","8.06","8.72","19.54",".789",".50","393","31","37",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","{58302777-5C93-4FF2-8EE4-8729DF184D45}"
"983","","lak a","2008-04-08 00:00:00","1899-12-30 12:15:00","","Robert Sewak","6.88","2.91","16.96","1.062",".70","397","36","32",".00","185","","","","","","","","","","","","","","","","","","","","","","","","","{1DA36F92-1118-449B-9A12-DF87AFE86084}"
"984","","whc a","2008-04-08 00:00:00","1899-12-30 13:35:00","","Robert Sewak","8.29","8.85","20.57",".482",".30","385","62","54",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","{972751E1-87B3-4F27-8DF3-82CAA54B2897}"
"985","","ash a","2008-04-08 00:00:00","1899-12-30 14:20:00","","Robert Sewak","7.58","5.64","21.50",".764",".50","396","37","41",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","{CC4CA7D7-A333-44BA-813E-D8A4EFD03C9E}"
"986","","smc a","2008-04-15 00:00:00","1899-12-30 10:05:00","","Cathy Matthews","7.68","7.47","14.46",".561",".40","","10","10",".08","150","",".060","","",".37",".000",".00","",".000","","","","","","","","Ammonia was BRL (below MQL of 1.0), copper was BRL (below 0.010), COD was BRL (below 20.0).  Total coliform was 4100 cfu/100ml","","","","","",".332","179","{608C83CB-AE5C-4366-8C0A-65D0710A8D01}"
"987","","smc b","2008-04-15 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","7.66","7.08","14.05",".606",".40","","16","12",".00","180","",".030","","",".18",".000","23.00","",".000","","","","","","","","Ammonia was BRL (below MQL of 1.0), copper was BRL (below 0.010), total coliform =4300 cfu/100ml","","","","","",".442","194","{C483C6F9-83F0-4811-AE36-2438F0AB47A2}"
"989","","smc c","2008-04-15 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","8.10","6.65","14.90",".426",".30","","8","10",".02","120","",".050","","",".08",".000","23.00","",".000","","","","","","","","Split sample taken here.  Ammonia was BRL (below MQL of 1.0), copper was BRL (below MQL of 0.01), Total coliform was 3900 cfu/100ml","","","","","",".133","54","{E0C1925F-8161-481A-B194-7A7E0ED9EC8B}"
"990","","smc c","2008-04-15 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","8.11","6.61","14.90",".426",".30","","4","11",".04","120","",".060","","",".08",".180","21.00","",".000","","","","","","","","Split sample results.  Copper was BRL (below MQL of 0.010), total coliform was 4800 cfu/100ml.","","","","","",".142","47","{2505ECE4-400A-4994-854B-7CED0DC056F9}"
"991","","lon a","2008-04-15 00:00:00","1899-12-30 12:15:00","","Cathy Matthews","9.09","11.40","19.30",".270",".20","","2","6",".09","100","",".050","","",".09",".174",".00","",".000","","","","","","","","Copper was BRL (below MQL of 0.010), COD was BRL (below MQL of 20.0) total coliform was 5600 cfu/100ml.","","","","","",".436","102","{A3CC2A66-7747-47E8-9AC0-BAB4C483632C}"
"992","","dix a","2008-04-15 00:00:00","1899-12-30 13:35:00","","Cathy Matthews","7.64","7.48","13.41",".755",".50","","7","9",".06","180","",".010","","",".06",".000",".00","",".000","","","","","","","","Ammonia was BRL (below MQL of 0.010), COD was BRL (below MQL of 20.0), copper was BRL (below MQL of 0.010), total coliform was 3600 cfu/100ml","","","","","","2.460","192","{0A5A4B1D-41CB-46AC-8743-7913D1B160D6}"
"993","","dix b","2008-04-15 00:00:00","1899-12-30 14:00:00","","Cathy Matthews","8.04","9.22","15.71",".652",".40","","1","0",".05","180","",".010","","",".05",".000",".00","",".000","","","","","","","","Ammonia was BRL (below MQL of 0.10), COD was BRL (5.04), copper was BRL (below 0.010), COD was BRL (below MQL of 20.0), total coliform was 2600 cfu/100ml.","","","","","","2.000","260","{AEFBDF94-68A4-4C34-BB65-EF3E6AC6CA81}"
"994","","mcc a","2008-04-16 00:00:00","1899-12-30 11:50:00","","Robert Sewak","7.51","6.96","17.00",".558",".27","","5","6",".03","150","",".050","","",".23",".136",".00","",".000","","","","","","","","Copper was BRL (<0.010 mg/l), COD was BRL (<20.0 mg/l), total coliform was 7400 cfu/100ml.","","","","","",".508","150","{6DA58A17-D81B-4BE1-97DC-3167261A0372}"
"995","","wil a","2008-04-16 00:00:00","1899-12-30 12:10:00","","Robert Sewak","7.63","6.79","16.50",".791",".38","","4","8",".02","250","",".040","","",".24",".150",".00","",".000","","","","","","","","Copper was BRL (<0.010 mg/l), COD was BRL (<20.0 mg/l), total coliform was 10800 cfu/100ml.","","","","","",".787","145","{354AD58B-0196-42F7-9490-FBF149A44EAA}"
"996","","jac a","2008-04-16 00:00:00","1899-12-30 13:20:00","","Robert Sewak","7.79","8.65","17.20",".673",".32","","5","5",".00","120","",".030","","",".13",".000",".00","",".000","","","","","","","","Ammonia was BRL (<0.100 mg/l), copper was BRL (<0.010 mg/l), COD was BRL (<20.0 mg/l), total coliform was 14500 cfu/100ml.","","","","","","1.350","361","{0196398F-FA9B-49DC-9481-7B0F8F0F5DA4}"
"997","","jen a","2008-04-17 00:00:00","1899-12-30 10:10:00","","Robert Sewak","7.77","7.63","18.40",".539",".26","","6","8",".00","150","",".030","","",".11",".179","14.00","",".000","","","","","","","","Copper was undetected (<.003), total coliform was 11300 cfu/100ml","","","","","",".525","344","{423EB535-E5A1-4B3B-9611-499FAC0AB221}"
"998","","whc c","2008-04-17 00:00:00","1899-12-30 10:55:00","","Robert Sewak","8.16","10.11","18.40",".736",".36","","14","12",".04","200","",".240","","",".15",".225","47.00","",".000","","","","","","","","Split sample done here.  Copper was undetected (<.003),tota lcoliform was 14900.","","","","","","1.690","436","{DE6F1186-F793-4779-B965-5C7A68318D0A}"
"999","","whc c","2008-04-17 00:00:00","1899-12-30 10:55:00","","Robert Sewak","8.16","10.24","18.30",".744",".36","","13","5",".04","200","",".240","","",".16",".197","7.00","",".000","","","","","","","","Split sampling results.  Copper was undetected (<0.003), total coliform was15700 cfu/100 ml","","","","","","1.700","313","{039807A6-1F8B-49E7-B3AA-01E471261E1D}"
"1000","","flo a","2008-04-17 00:00:00","1899-12-30 11:35:00","","Robert Sewak","8.46","11.24","19.10",".884",".43","","3","4",".03","250","",".910","","",".05",".193","9.00","",".000","","","","","","","","Copper was 0.004, total coliform was 7500","","","","","","6.560","285","{0A180B9E-E101-4708-B36C-60016F45AA73}"
"1001","","cot a","2008-04-17 00:00:00","1899-12-30 12:10:00","","Robert Sewak","8.09","11.22","18.90",".823",".40","","2","5",".07","250","",".020","","",".05",".150",".00","",".000","","","","","","","","COD was undetected (<5.04), copper was undetected (<0.003), total coliform was 6000 cfu/100ml","","","","","","1.100","361","{482B6345-C8ED-415B-8D72-5402E467ABE4}"
"1002","","cot c","2008-04-17 00:00:00","1899-12-30 13:15:00","","Robert Sewak","7.33","9.28","20.30",".931",".46","","1","2",".01","250","",".030","","",".02",".124",".00","",".000","","","","","","","","COD was undetected (<5.04), copper was undetected (<0.003), total coliform was 7400","","","","","","1.270","525","{C8FD452F-35EB-495E-9BFD-5B8CC347DBBB}"
"1003","","mck a","2008-04-17 00:00:00","1899-12-30 13:50:00","","Robert Sewak","8.12","10.72","18.50",".738",".33","","3","7",".00","180","",".010","","",".02",".108","7.00","",".000","","","","","","","","Copper was undetected (<0.003), total coliform was 8400 cfu/100ml","","","","","","1.470","397","{86C833E6-A3C0-4D0E-B6C6-A11EC7E34F33}"
"1004","","efc a","2008-04-23 00:00:00","1899-12-30 11:05:00","","Cathy Matthews","7.82","8.31","22.64",".932",".60","","25","20",".06","250","",".060","","",".97",".063","7.00","",".000","","","","","","","","Copper was undetected at the SQL(<0.003), total coliform was 20700 cfu/100ml.","","","","","","1.770","830","{3671D1B7-91BE-463D-9E13-0486F5332076}"
"1005","","ceb a","2008-04-23 00:00:00","1899-12-30 12:10:00","","Cathy Matthews","8.05","10.71","22.42",".886",".60","","3","6",".07","200","",".090","","",".15",".000",".00","",".000","","","","","","","","Copper was uindetected at the SQL (<0.003 mg/l), COD was undetected at the SQL(<5.04 mg/l), ammonia was undetected at the SQL (<0.02mg/l).  Total coliform was 14100 cfu/100ml.","","","","","","2.120","549","{10616843-3DDF-400F-921A-B898C65CFDBB}"
"1006","","tur a","2008-04-23 00:00:00","1899-12-30 12:40:00","","Cathy Matthews","7.86","6.26","22.06",".902",".60","","7","4",".10","250","",".030","","",".16",".000","14.00","",".000","","","","","","","","Split (duplicate) samples taken here.  Copper was undetected at SQL (<0.003 mg/l), ammonia was undetected at SQL (<0.020 mg/l).  Total coliform was 19900 cfu/100ml.","","","","","","3.270","830","{FB06BD9C-12A0-4EBB-AA79-451F51211B14}"
"1007","","tur a","2008-04-23 00:00:00","1899-12-30 12:40:00","","Cathy Matthews","7.85","6.22","22.07",".901",".60","","2","8",".11","250","",".040","","",".16",".000",".00","",".000","","","","","","","","split (duplicate) sample results.  Copper was undetected at SQL(<0.003 mg/l), COD was undetected at SQL(<5.04 mg/l), ammonia was undetected at SQL(<0.020 mg/l).  Total coliform was 18900 cfu/100ml.","","","","","","4.440","830","{E7BB7F6D-6FFE-43C0-8D3C-B2D15462357F}"
"1008","","kni a","2008-04-23 00:00:00","1899-12-30 13:30:00","","Cathy Matthews","8.49","11.37","22.18",".594",".40","","6","5",".13","200","",".100","","",".14",".100","7.00","",".000","","","","","","","","Copper was undetected at SQL (<0.003 mg/l).  Total colifrom was reported at TNTC.","","","","","","3.790","1010","{F3C33129-A92F-4094-AF64-F01A17A553C7}"
"1009","","tro a","2008-04-23 00:00:00","1899-12-30 13:45:00","","Cathy Matthews","7.93","","25.33",".612",".40","","10","10",".08","150","",".100","","",".44",".066","9.00","",".000","","","","","","","","DO membrane and O-ring came off, no DO reading.  Copper was undetected at the SQL (<0.003mg/l).  Total coliform was reported as TNTC.","","","","","","1.250","93","{000B6FE0-FAB3-4B20-AC12-08CC799C20A4}"
"1010","","moc b","2008-04-30 00:00:00","1899-12-30 13:10:00","","Cathy Matthews","8.32","9.92","20.20",".462",".22","","23","25",".02","120","","","","","","","","","","","","","","","","","","","","","","","","","{E667B3E5-C4FE-4339-B2E2-E1A15A473C2E}"
"1011","","art a","2008-04-30 00:00:00","1899-12-30 13:40:00","","Cathy Matthews","8.16","9.37","21.20",".701",".34","","6","6",".07","250","","","","","","","","","","","","","","","","","","","","","","","","","{D4D9EA67-2BE1-4B25-9774-88F950B2A6C4}"
"1012","","ogu a","2008-04-30 00:00:00","1899-12-30 14:05:00","","Cathy Matthews","8.03","9.81","21.50",".734",".35","","7","6",".04","150","","","","","","","","","","","","","","","","","","","","","","","","","{D0D1EB02-560C-46C4-98D1-3571B7F6D018}"
"1013","","fiv c","2008-04-30 00:00:00","1899-12-30 11:35:00","","Robert Sewak","8.05","9.50","20.10",".338",".40","","0","0",".40","120","","","","","","","","","","","","","","","","","Sampled for the Upper Five Mile Creek Watershed project","","","","","","","","{86F6E1B6-4518-477E-B743-536EB1EC4640}"
"1014","","ric b","2008-04-30 00:00:00","1899-12-30 12:20:00","","Robert Sewak","8.22","8.49","19.55",".625",".40","","3","6",".11","200","","","","","","","","","","","","","","","","","Sampled for the Upper Five Mile Creek Watershed Project.","","","","","","","","{6E110EF3-CDFC-4443-B07B-5D6D9EACADA4}"
"1015","","woo a","2008-04-30 00:00:00","1899-12-30 14:30:00","","Robert Sewak","8.06","10.39","20.48",".574",".40","","4","1",".12","120","","","","","","","","","","","","","","","","","Split sample taken here.  Sampled for the Five Mile Creek Watershed Project.","","","","","","","","{34F1058A-9D68-4E33-96AF-FD145FED4F22}"
"1016","","woo a","2008-04-30 00:00:00","1899-12-30 14:30:00","","Robert Sewak","8.01","10.35","20.70",".574",".40","","3","5",".13","200","","","","","","","","","","","","","","","","","Split sample resutls.  Sampeld for the Upper Five Mile Creek Watershed Project.","","","","","","","","{7CAB0F0B-8643-4ADE-9A86-88E5F664B5C3}"
"1017","","cro a","2008-04-30 00:00:00","1899-12-30 15:16:00","","Robert Sewak","8.30","7.37","20.11",".611",".40","","2","0",".01","200","","","","","","","","","","","","","","","","","Sampled for the Upper Five Mile Creek Watershed Project.","","","","","","","","{BC4FF27C-E390-45E1-938A-CCF7784D29A6}"
"1018","","fiv d","2008-04-30 00:00:00","1899-12-30 15:35:00","","Robert Sewak","8.12","7.60","21.07",".593",".40","","3","2",".29","200","","","","","","","","","","","","","","","","","Sampled for the Upper Five Mile Creek Watershed Project.","","","","","","","","{91F64827-C998-484C-B5DC-5B56D8A5834B}"
"1019","","fiv e","2008-04-30 00:00:00","1899-12-30 16:10:00","","Robert Sewak","8.13","7.72","19.06",".636",".40","","2","20",".36","200","","","","","","","","","","","","","","","","","Sampled for the Upper Five Mile Creek Watershed Project.","","","","","","","","{86C5E603-BF42-4A57-B031-FD20BE70ECA2}"
"1020","","moc a","2008-05-01 00:00:00","1899-12-30 10:30:00","","Robert Sewak","8.44","9.10","19.90",".460",".30","","52","60",".04","150","",".040","","","1.52","",".00","",".000","","","","","","","","Total coliform per Xenco was 1400 cfu/100ml.   The split sample from this site is at Site ID# 1021.","","","","","","","49","{79960CA1-830E-4890-9002-7CFB47E21C5F}"
"1021","","moc a","2008-05-01 00:00:00","1899-12-30 10:30:00","","Robert Sewak","8.44","9.05","19.93",".457",".30","","52","63",".00","150","",".040","","",".00",".000",".00","",".000","","","","","","","","This is "moc-a-dupl" (from split sample).    Total coliform result per Xenco was 2400.","","","","","","1.950","48","{75EEFA96-B3D9-4219-98F9-FB27A0F5F92C}"
"1022","","dan a","2008-05-01 00:00:00","1899-12-30 11:40:00","","Robert Sewak","7.43","4.85","21.39",".579",".40","","35","37",".03","200","",".070","","","1.34","2.510",".00","",".000","","","","","","","","Water is stagnant with much floating trash.  Total coliform is 14200 cfu/100 ml.","","","","","","2.850","313","{F9877A5D-394A-45FF-AEE0-FF792A8017BE}"
"1023","","wjo a","2008-05-01 00:00:00","1899-12-30 12:45:00","","Robert Sewak","7.78","4.87","21.51",".775",".50","","45","30",".01","200","",".040","","","1.68",".263",".00","",".000","","","","","","","","Total coliform was 16400 cfu/100 ml.","","","","","","3.580","361","{39937DAB-956C-4BCA-939A-14585C39169F}"
"1024","","joe a","2008-05-01 00:00:00","1899-12-30 13:25:00","","Robert Sewak","7.77","5.60","21.01",".596",".40","","39","39",".00","200","",".060","","","1.17",".000",".00","",".000","","","","","","","","Total coliform was 18700 cfu/100 ml.","","","","","","2.930","792","{BBE6DA90-FDB9-4D42-B95D-402C6A60120D}"
