"WET_WEATHER_SAMPLING_ID","EMPLOYEE_ID","EMPLOYEE_NAME","SITE_ID","SITE_COMMON_NAME","SAMPLE_DATE","SAMPLE_TIME","TEMPERATURE","CONDUCTIVITY","DO","PH","TOT_DISSOLVED_SOLID","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","CHEM_OXYGEN_DEMAND","NITRITE","NITRATE","FECAL_COLIFORM","PHOSPHOROUS","LEAD","IRON","COPPER","ALUMINUM","CHROMIUM_HEXAVALENT","MOLYBDENUM","SULPHATE","FLUORIDE","DETERGENT","NICKEL","FREE_CHLORINE","CADMIUM","TOTAL_CHROMIUM","MANGANESE","OIL_OR_GREASE","SILVER","ZINC","TPH","BOD","FLOATABLES","OIL_SHEEN","LEAVES","GRASS_CLIPPINGS","SEWAGE_PRESENT","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","OTHER_ODOR","COMMENTS","AMMONIA","E_COLI","NITRATE_NITRITE","ROWID"
"764","","Cesar Cavazos","","DAEB4","2007-08-31 00:00:00","Composite","24.90",".298","8.20","7.90",".13","41.00","900",".01","","244.00","","","","",".02","",".010","","","","","","","","",".00",".00","",".00","",".00","","22.60","","","","","","","","","","","Regional DL-0701(b)-3-D @4700 Cedar Springs {3rd Q 07'} Arsenic 0 mg/L","","","","{FD6AF5AF-686B-45C2-A43F-8D39D3810D4D}"
"765","","Cesar Cavazos","","DAEB5","2007-08-31 00:00:00","First Flush","26.90",".387","5.80","7.80",".23","32.00","100",".01","","23.40","","","",".200",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","","2.89","","","","","","","","","","","Regional DL-0701(c)-3-A @2800 Cedar Springs {3rd Q 07'} Arsenic 0.012 mg/L","","",".512","{B36B94C4-5691-47D1-B048-D9E61540D6D8}"
"766","","Cesar Cavazos","","DAEB5","2007-08-31 00:00:00","Composite","26.90",".359","5.20","8.10",".24","87.00","1010",".00","","125.00","","","","","","",".110","","","","","","","","",".00",".05","",".00","",".18","","4.87","","","","","","","","","","","Regional DL-0701(c)-3-D @2800 Cedar Springs {3rd Q 07'} Arsenic 0.01 mg/L","","","","{4A7FCFD2-0F73-4C30-92B8-EF051443ABDB}"
"767","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","Background","22.80",".147","6.07","7.50",".10","3.00","3",".00","100","40.20","","","",".690","","7.390",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".263","",".398","{E041F948-685B-455B-B457-CC01F1B69A90}"
"768","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","First Flush","22.00",".200","6.77","7.65",".20","38.00","40",".00","120",".00","","","",".470","","2.460",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1",".190","",".302","{1281B288-A991-4D83-9256-B25D5209F210}"
"769","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","Zero Time","21.80",".200","7.24","7.35",".20","65.00","67",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{A2B2E2A5-2384-4D24-886F-BC478C750AFF}"
"770","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","Fifeteen Time","21.70",".020","7.11","7.31",".20","72.00","69",".01","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{6EA20FB0-4436-4478-AC2B-E566A790F1AA}"
"771","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","Thirty Time","21.50",".200","7.65","7.33",".21","72.00","70",".01","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{78A8C11A-E914-4FB2-8F8D-5DDC231F8AD4}"
"772","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","45 Time","21.60",".200","7.02","7.31",".19","70.00","69",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{991343E1-B7A1-406A-A164-CF231A5E1328}"
"773","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","60 Time","21.40",".200","6.99","7.32",".18","67.00","68",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{88E4363F-D477-41CB-BCCF-208B1F8E7F59}"
"774","","Cesar Cavazos","","EFTR1","2007-10-03 00:00:00","Composite","","","","","","","","","",".00","","","",".210","",".190",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".109","",".197","{582011A7-B161-43EE-9E63-A25F2480C95C}"
"776","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","Background","24.90",".780","1.21","7.29",".50","11.00","6",".50","200",".00","","","",".240","",".370",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","1.840","",".193","{8E257BA2-8002-4A32-8BC7-46BD8392F47F}"
"777","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","First Flush","23.23",".777","1.61","7.38",".50","11.00","5",".02","200",".00","","","",".260","",".330",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","1.690","",".269","{7C7EE70B-8D2C-475D-92DD-3A47E3142A41}"
"779","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","Zero Time","23.16",".777","3.56","7.44",".50","16.00","17",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{66238B32-D99A-4634-969D-FB0D1E4D48C0}"
"780","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","Fifeteen Time","23.70",".776","3.30","7.47",".50","12.00","8",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{BF3C54AE-B0E3-40A0-8ECD-8B756E6F50A1}"
"781","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","Thirty Time","23.14",".776","1.80","7.41",".50","12.00","10",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{0EB88E88-EB9E-4E6C-829D-5391B29F1B2A}"
"782","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","45 Time","23.12","23.120","3.17","7.45",".50","17.00","9",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{15E294D4-DC60-4932-AF60-0F1D870C52AA}"
"783","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","60 Time","23.15",".779","2.40","7.41",".50","9.00","7",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event #2","","","","{9646BE7D-01D5-4ED8-A6EE-BAC04A5DF942}"
"784","","Cesar Cavazos","","ATEN1","2007-10-03 00:00:00","Composite","","","","","","","","","",".00","","","",".290","",".300",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","1.500","",".000","{457C9914-1BAF-4D7B-9094-429DB46C6875}"
"785","","Cesar Cavazos","","DAEB1","2007-11-25 00:00:00","First Flush","16.00",".497","6.20","7.70",".11","58.00","74",".00","120",".00","","","",".260",".02","",".000","","","","","","","","",".00",".01","",".00","","","","5.10","","","","","","","","","","","DL-0703(a)-4-A Fecal Coliform 18300,Arsenic 0 mg/L,Nitrogen Kjedahl 0mg/L,Dissolved Phosphorus .134",".232","659",".609","{3C4C2032-4CF6-4F59-AA11-3996CEA1014B}"
"786","","Cesar Cavazos","","DAEB1","2007-11-25 00:00:00","Composite","15.70",".485","6.40","7.70",".15","72.00","74",".00","120","37.20","","","",".260",".03","",".130","","","","","","","","",".00",".01","",".00","",".06","","6.75","","","","","","","","","","","DL-0703(a)-4-D Fecal 12600 Dissolved Phosphorus .134 Arsenic 0 Nitrogen Kjedahl 0",".343","689",".712","{2B80A320-15DC-4896-9CB2-99BF36E809DB}"
"787","","Cesar Cavazos","","DAEB2","2007-12-02 00:00:00","First Flush","11.10",".411","6.90","7.80",".31","20.00","5",".00","150",".00","","","",".040",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","",".00","","","","","","","","","","","DL-0701(b)-4-A Fecal 35000  Dissolved Phosphorus .015  Arsenic 0 Nitrogen Kjedahl .647",".069","0",".941","{56D74129-26F9-44E5-8656-61C014F181CF}"
"788","","Cesar Cavazos","","DAEB2","2007-12-02 00:00:00","Composite","10.80",".400","6.70","7.70",".30","","6",".00","180",".00","","","",".030",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","",".00","","","","","","","","","","","DL-0703(b)-4-D Fecal 154 Dissolved Phosphorus .015 Arsenic 0 Nitrogen Kjedahl .063",".510","0",".756","{7A66D9BB-4675-4C71-B270-C74A5FC55DC7}"
"789","","Cesar Cavazos","","DAEB3","2007-11-25 00:00:00","First Flush","17.00",".422","6.70","7.60",".31","18.00","22",".02","120",".00","","","",".150",".00","",".010","","","","","","","","",".00",".00","",".00","",".03","","4.00","","","","","","","","","","","DL-0701(a)-4-A Fecal 4300; Dissolved Phosphorus .059 mg/L;  Arsenic .01 mg/L; Nitrogen Kjedahl 0mg/L",".148","722",".262","{80FC2D74-D0C9-4A1F-A9F7-B18FE3866973}"
"790","","Cesar Cavazos","","DAEB3","2007-11-25 00:00:00","Composite","17.10",".430","6.90","7.50",".32","225.00","557",".01","120","57.80","","","",".550",".06","",".070","","","","","","","","",".00",".02","",".00","",".19","","6.19","","","","","","","","","","","DL-0701(b)-4-D  Fecal 5300 ; Dissolved Phosphorus 0.316 mg/L;Arsenic 0 mg/L;Nitrogen Kjedahl 1.15",".302","756",".358","{CE9C08F4-5164-4D77-9540-FE821450B4E3}"
"791","","Cesar Cavazos","","DAEB4","2007-11-25 00:00:00","First Flush","17.20",".395","7.10","7.60",".26","21.00","28",".01","180","29.40","","","",".250",".00","",".010","","","","","","","","",".00",".00","",".00","",".06","","9.90","","","","","","","","","","","DL-0701(b)-4-A  Fecal 12400 ;Dissolved Phosphorus .127mg/L; Arsenic 0mg/L; Nitrogen Kjedahl 1.15",".166","689",".892","{DB5860AC-5C2D-475A-9B4F-D77ECC128786}"
"792","","Cesar Cavazos","","DAEB4","2007-11-25 00:00:00","Composite","16.80",".390","7.30","7.50",".24","85.00","100",".02","150","47.50","","","",".380",".04","",".020","","","","","","","","",".00",".01","",".00","",".11","","7.56","","","","","","","","","","","DL-0701(b)-4-D  Fecal 30600 ;Dissolved Phosphorus .157mg/L; Arsenic 0mg/L;Nitrogen Kjedahl 1.6mg/L",".232","792",".802","{3309FCD2-B9DD-42F5-A388-A29F5E46100F}"
"793","","Cesar Cavazos","","DAEB5","2007-12-10 00:00:00","First Flush","22.00",".430","6.90","7.60",".33","16.00","8",".01","120",".00","","","","",".00","",".000","","","","","","","","",".00","","",".00","",".00","",".00","","","","","","","","","","","DL-0701(c)-4-A  Fecal:18100  Dissolved Phosphorus: .045,  Arsenic: 0, Nitrogen Kjedahl: .458",".100","123",".760","{F2A43E26-8D72-4F9C-9CDA-3CC5D2D4428E}"
"794","","Cesar Cavazos","","DAEB5","2007-12-10 00:00:00","Composite","22.00",".419","6.80","7.70",".32","19.00","",".00","120",".00","","","",".070",".00","",".000","","","","","","","","",".00","","",".00","",".00","",".00","","","","","","","","","","","DL-0701(c)-4-D Fecal: 12300  Dissolved Phosphorus: .039,  Arsenic: 0, Nitrogen Kjedahl: .458",".148","166",".773","{2AD81A69-43A5-41B6-8AEC-69B79B575387}"
"797","","Cesar Cavazos","","DAWB1","2008-02-16 00:00:00","First Flush","9.20",".396","5.90","7.70",".09","29.00","",".00","150","21.20","","","",".210",".00","",".000","","","","","","","","",".00",".00","",".00","",".05","","7.07","","","","","","","","","","","Regiona IDl# DL0803-1-A (RESULTS NOT USED DUE TO INCOMPLTE DATA)  Arsenic 0mg.L Total Coliform 21100","","914","1.280","{AE658DB2-13AE-4D17-A082-7B8E786920BF}"
"798","","Cesar Cavazos","","DAWB1","2008-02-16 00:00:00","Composite","9.40",".410","6.10","7.50","80.00","27.00","40",".00","120",".00","","","",".210",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","6.33","","","","","","","","","","","Regional ID# DL0803-1-D (RESULTS NOT USED) Arseinic 0  Total coliform 2900","","914","1.350","{9D6B9D62-65BB-41D1-ABCC-EDA7ECC3BEA9}"
"799","","Cesar Cavazos","","DAWB1","2008-03-03 00:00:00","First Flush","","","","7.50",".36","","105",".00","120","179.00","","","",".180",".01","",".010","","","","","","","","",".00",".00","",".00","",".08","","21.60","","","","","","","","","","","Regional ID# DL0803-1-A (Downstream Point) - Diazinon results: 0 ug/L,- Nitrogen Total Kjeldahl 2.25","","659",".831","{3A33BDF9-0DCD-487D-A74E-32A00EEFD955}"
"800","","Cesar Cavazos","","DAWB1","2008-03-03 00:00:00","Composite","","","","7.30",".28","","30",".00","120",".00","","","",".180",".00","",".000","","","","","","","","",".00",".00","",".00","",".03","","6.76","","","","","","","","","","","Regional ID# DL0803-1-D (Downstream Point) -Total Kjeldahl Nitrogen 1.14mg/L","","722",".362","{28349B88-0102-47B1-8489-ACAE1B996A1F}"
"801","","Cesar Cavazos","","DAWB2","2008-03-03 00:00:00","First Flush","","","","7.60",".44","","26",".02","120","29.40","","","",".190",".01","",".010","","","","","","","","",".00",".00","",".00","",".08","","13.20","","","","","","","","","","","Regional ID# DL0802-1-A (Midstream Point)  Diazion results: 0 ug/L  Total Nitrogen Kjeldahl 0mg/L","","",".350","{B59970FD-2C18-4D1C-B33B-077AD14A0EBB}"
"802","","Cesar Cavazos","","DAWB2","2008-03-03 00:00:00","Composite","","","","7.50",".16","","27",".01","120",".00","","","",".090",".00","",".000","","","","","","","","",".00",".00","",".00","",".02","","9.30","","","","","","","","","","","Regional ID# DL-0802-1-D  (Midstream Point)  Diazion results: 0 ug/L  Total Kjeldahl 0mg/L","","",".438","{0B5CFD97-00D6-4911-9AF2-DEB5BCD745EA}"
"803","","Cesar Cavazos","","DAWB3","2008-03-03 00:00:00","First Flush","","","","7.70",".69","","0",".03","120",".00","","","",".010",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","","2.42","","","","","","","","","","","Regional ID# DL-0801-1-A (Upstream Point)   Diazion results: 0 ug/L  Total Kjeldahl Nitrogen 0mg/L","","361",".000","{76D4D0F4-4211-4AC2-A74F-617D650485A0}"
"804","","Cesar Cavazos","","DAWB3","2008-03-03 00:00:00","Composite","","","","7.50",".72","","0",".01","100",".00","","","",".010",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","",".00","","","","","","","","","","","Regional ID# DL-0801-1-D  (Upstream Point)  Diazion results: 0 ug/L  Total Kjeldahl Nitrogen 0mg/L","","285",".000","{9359A32A-AEFC-433E-B134-C6C8302FED59}"
"805","","Cesar Cavazos","","EFCB1","2008-03-17 00:00:00","Background","18.57","1.138","9.52","7.85",".70","38.00","46",".34","300","13.30","","","",".050","","9.130",".010","","","","","","","","","","","","3.33","","","","1.67","","","","","","","","","","","Standard (Regular) W.W.  E-1   Total Coliform 8200",".293","52",".133","{338F41F0-10FF-48BC-B17C-86EF7E0A1183}"
"806","","Cesar Cavazos","","EFCB1","2008-03-18 00:00:00","First Flush","7.54","1.168","7.42","7.91",".80","41.00","40",".00","120",".00","","","",".090","","3.010",".010","","","","","","","","","","","","3.33","","","",".00","","","","","","","","","","","Standard (Regular) W.W.  E-1   Total Coliform TNTC","3.650","73",".057","{2234A9D2-B9A4-439E-B25B-679E8A6EAD00}"
"807","","Cesar Cavazos","","EFCB1","2008-03-18 00:00:00","Composite","9.38",".624","8.13","7.88",".40","265.00","276",".00","220","73.70","","","",".310","",".940",".000","","","","","","","","","","","",".00","","","","6.92","","","","","","","","","","","Standard (Regular) W.W.  E-1  Total Coliform TNTC",".474","210",".238","{8C7C78FB-8B1A-4704-A9D5-DBAB2019FED3}"
"808","","Cesar Cavazos","","ELMT1","2008-03-18 00:00:00","Background","15.89",".333","6.90","8.09",".20","23.00","27",".17","250","10.80","","","",".170","",".310",".000","","","","","","","","","","","",".00","","","","4.01","","","","","","","","","","","Standard (Regular) W.W.  E-1   Total Coliform 4300",".786","13",".126","{65F23776-1D7E-49E2-9C8C-D89C74C0C378}"
"809","","Cesar Cavazos","","ELMT1","2008-03-18 00:00:00","First Flush","6.54",".441","7.25","7.39",".30","153.00","168",".00","120","561.00","","","",".900","","3.010",".010","","","","","","","","","","","","390.00","","","","85.80","","","","","","","","","","","Standard (Regular) W.W.  Total Coliform TNTC","3.650","4",".057","{80C2C5A1-748B-4F39-9CFD-B5343D7DD8AE}"
"810","","Cesar Cavazos","","ELMT1","2008-03-18 00:00:00","Composite","7.02",".088","10.05","8.95",".10","147.00","194",".00","80","265.00","","","",".150","","6.810",".010","","","","","","","","","","","","3.49","","","","9.56","","","","","","","","","","","Standard (Regular) W.W.  E-1  Total Coliform TNTC",".566","210",".218","{87732658-E71E-4C11-8AC9-1639DA33FFDE}"
"811","","Cesar Cavazos","","DAWB1","2008-04-08 00:00:00","Background","24.40",".868","4.87","8.33","","38.00","",".07","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(event#2) REGIONAL: DL0803-2-Bkg","","","","{79904244-7C28-44C8-A1CF-DE4385F2331B}"
"839","","Cesar Cavazos","","DAWB1","2008-04-09 00:00:00","First Flush","17.23","1.080","5.70","7.79","","23.00","",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(event#2) REGIONAL: DL0803-2-A","","","","{36FA4DA5-282C-4E3B-B02D-6E61419A9A1F}"
"840","","Cesar Cavazos","","DAWB1","2008-04-09 00:00:00","Composite","17.19","1.090","5.50","7.80","","17.00","",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(event#2) REGIONAL: DL0803-2-D","","","","{524495AD-1FE5-41C9-BB08-EC026E361FCC}"
"841","","Cesar Cavazos","","DAWB2","2008-04-09 00:00:00","Background","24.20",".939","4.66","8.13",".60","43.00","43",".10","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","REGIONAL: DL0802-2-Bkg   (note:1stFlush & Composite collected on 04/18/08)","","","","{03589D5C-7310-4F42-BA2E-DFEB9888FCEC}"
"842","","Cesar Cavazos","","DAWB3","2008-04-08 00:00:00","Background","28.75","1.480","4.75","8.60","","38.00","",".02","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(event#2) REGIONAL: DL0801-2-Bkg","","","","{DB40E277-D822-431C-965A-6A9BE3D75748}"
"843","","Cesar Cavazos","","DAWB3","2008-04-09 00:00:00","First Flush","16.50",".463","6.83","8.23","","118.00","",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(event#2)  REGIONAL: DL0801-2-A","","","","{6AF983FA-DEDD-4279-8EEC-536DC4AE2A95}"
"844","","Cesar Cavazos","","DAWB3","2008-04-09 00:00:00","Composite","16.17",".697","6.60","8.07","","123.00","",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(event#2)  REGIONAL: DL0801-2-D","","","","{952447AF-782A-4525-9ED8-35ABE02CF1D6}"
"845","","Cesar Cavazos","","DAWB2","2008-04-18 00:00:00","First Flush","14.02","828.000","8.56","8.11",".39","27.00","40",".31","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{12899780-0ED7-415E-9B1F-50FE08696221}"
